149	5	2
149	6	2
150	1	2
150	2	2
150	3	2
150	4	3
150	5	1
150	6	2
151	1	1
151	2	2
151	3	2
151	4	2
151	5	1
151	6	3
152	1	4
152	2	1
152	3	1
152	4	2
152	5	3
152	6	1
153	1	2
153	2	1
153	3	2
153	4	3
153	5	2
153	6	1
154	1	1
154	2	1
154	3	1
154	4	2
154	5	1
154	6	4
155	1	1
155	2	1
155	3	2
155	4	2
155	5	1
155	6	4
156	1	3
156	2	2
156	3	1
156	4	2
156	5	2
156	6	2
157	1	1
157	2	2
157	3	1
157	4	4
157	5	1
157	6	2
158	1	2
158	2	3
158	3	1
158	4	2
158	5	1
158	6	3
159	1	3
159	2	1
159	3	2
159	4	3
159	5	2
159	6	4
160	1	1
160	2	2
160	3	2
160	4	2
160	5	2
160	6	2
161	1	2
161	2	1
161	3	1
161	4	1
161	5	1
161	6	2
162	1	4
162	2	1
162	3	2
162	4	3
162	5	3
162	6	3
163	1	4
163	2	2
163	3	1
163	4	3
163	5	3
163	6	1
164	1	3
164	2	2
164	3	2
164	4	5
164	5	1
164	6	3
165	1	1
165	2	1
165	3	4
165	4	2
165	5	1
165	6	4
166	1	2
166	2	4
166	3	1
166	4	1
166	5	1
166	6	2
167	1	2
167	2	4
167	3	1
167	4	3
167	5	2
167	6	2
168	1	1
168	2	2
168	3	2
168	4	5
168	5	2
168	6	3
169	1	3
169	2	3
169	3	2
169	4	2
169	5	1
169	6	2
170	1	4
170	2	2
170	3	2
170	4	3
170	5	3
170	6	3
171	1	1
171	2	2
171	3	4
171	4	2
171	5	1
171	6	4
172	1	2
172	2	2
172	3	3
172	4	3
172	5	1
172	6	2
173	1	2
173	2	2
173	3	2
173	4	4
173	5	2
173	6	2
174	1	2
174	2	2
174	3	1
174	4	2
174	5	1
174	6	4
175	1	1
175	2	2
175	3	1
175	4	2
175	5	1
175	6	3
176	1	2
176	2	4
176	3	1
176	4	2
176	5	2
176	6	1
177	1	1
177	2	1
177	3	3
177	4	2
177	5	1
177	6	4
178	1	1
178	2	4
178	3	1
178	4	2
178	5	2
178	6	2
179	1	2
179	2	2
179	3	1
179	4	2
179	5	3
179	6	2
180	1	2
180	2	2
180	3	2
180	4	2
180	5	3
180	6	1
181	1	2
181	2	2
181	3	2
181	4	1
181	5	2
181	6	1
182	1	2
182	2	2
182	3	1
182	4	4
182	5	2
182	6	1
183	1	2
183	2	1
183	3	2
183	4	2
183	5	2
183	6	2
184	1	2
184	2	2
184	3	2
184	4	4
184	5	1
184	6	1
185	1	2
185	2	2
185	3	2
185	4	3
185	5	3
185	6	2
186	1	2
186	2	1
186	3	2
186	4	4
186	5	2
186	6	1
187	1	2
187	2	2
187	3	2
187	4	3
187	5	2
187	6	3
188	1	2
188	2	1
188	3	3
188	4	1
188	5	1
188	6	4
189	1	2
189	2	4
189	3	1
189	4	4
189	5	1
189	6	1
190	1	2
190	2	1
190	3	1
190	4	3
190	5	1
190	6	2
191	1	2
191	2	2
191	3	2
191	4	4
191	5	1
191	6	3
192	1	2
192	2	1
192	3	3
192	4	3
192	5	2
192	6	4
193	1	5
193	2	2
193	3	2
193	4	2
193	5	2
193	6	1
194	1	1
194	2	1
194	3	1
194	4	5
194	5	1
194	6	1
195	1	1
195	2	2
195	3	2
195	4	3
195	5	1
195	6	4
196	1	2
196	2	5
196	3	1
196	4	3
196	5	1
196	6	2
197	1	2
197	2	4
197	3	2
197	4	3
197	5	2
197	6	1
198	1	2
198	2	1
198	3	1
198	4	2
198	5	1
198	6	4
199	1	3
199	2	2
199	3	2
199	4	5
199	5	2
199	6	3
200	1	2
200	2	1
200	3	4
200	4	2
200	5	1
200	6	2
