64	6	4
64	7	2
64	8	4
64	9	3
64	10	5
65	1	4
65	2	2
65	3	2
65	4	2
65	5	3
65	6	1
65	7	5
65	8	3
65	9	4
65	10	2
66	1	1
66	2	2
66	3	3
66	4	1
66	5	2
66	6	5
66	7	2
66	8	3
66	9	4
66	10	5
67	1	1
67	2	3
67	3	2
67	4	4
67	5	1
67	6	2
67	7	3
67	8	5
67	9	4
67	10	2
68	1	2
68	2	1
68	3	1
68	4	2
68	5	3
68	6	2
68	7	5
68	8	3
68	9	2
68	10	4
69	1	2
69	2	2
69	3	1
69	4	1
69	5	1
69	6	2
69	7	3
69	8	2
69	9	5
69	10	4
70	1	2
70	2	1
70	3	3
70	4	2
70	5	1
70	6	1
70	7	2
70	8	3
70	9	4
70	10	5
71	1	1
71	2	1
71	3	1
71	4	2
71	5	1
71	6	3
71	7	2
71	8	5
71	9	4
71	10	3
72	1	1
72	2	2
72	3	4
72	4	3
72	5	2
72	6	2
72	7	3
72	8	2
72	9	5
72	10	4
73	1	3
73	2	2
73	3	1
73	4	1
73	5	2
73	6	4
73	7	4
73	8	2
73	9	3
73	10	5
74	1	2
74	2	2
74	3	1
74	4	3
74	5	2
74	6	2
74	7	5
74	8	4
74	9	3
74	10	2
75	1	3
75	2	2
75	3	2
75	4	1
75	5	2
75	6	1
75	7	5
75	8	4
75	9	3
75	10	2
76	1	1
76	2	4
76	3	1
76	4	4
76	5	1
76	6	2
76	7	4
76	8	5
76	9	3
76	10	2
77	1	2
77	2	3
77	3	3
77	4	2
77	5	1
77	6	2
77	7	3
77	8	4
77	9	5
77	10	2
78	1	5
78	2	2
78	3	2
78	4	2
78	5	1
78	6	2
78	7	5
78	8	4
78	9	3
78	10	2
79	1	1
79	2	2
79	3	1
79	4	1
79	5	1
79	6	2
79	7	3
79	8	4
79	9	5
79	10	2
80	1	2
80	2	5
80	3	1
80	4	2
80	5	2
80	6	1
80	7	4
80	8	5
80	9	2
80	10	3
81	1	1
81	2	2
81	3	2
81	4	5
81	5	2
81	6	2
81	7	4
81	8	2
81	9	3
81	10	5
82	1	2
82	2	3
82	3	2
82	4	2
82	5	2
82	6	2
82	7	4
82	8	5
82	9	2
82	10	3
83	1	3
83	2	1
83	3	2
83	4	2
83	5	1
83	6	3
83	7	4
83	8	2
83	9	3
83	10	5
84	1	1
84	2	2
84	3	2
84	4	2
84	5	2
84	6	2
84	7	3
84	8	2
84	9	4
84	10	5
85	1	1
85	2	4
85	3	2
85	4	4
85	5	1
85	6	2
85	7	2
85	8	5
85	9	4
85	10	3
86	1	1
86	2	1
86	3	4
86	4	1
86	5	1
86	6	3
86	7	2
86	8	3
86	9	5
86	10	4
87	1	1
87	2	2
87	3	3
87	4	3
87	5	1
87	6	4
87	7	3
87	8	2
87	9	5
87	10	4
88	1	2
88	2	2
88	3	3
88	4	2
88	5	2
88	6	1
88	7	4
88	8	3
88	9	5
88	10	2
89	1	1
89	2	2
89	3	3
89	4	3
89	5	1
89	6	1
89	7	3
89	8	5
89	9	4
89	10	2
90	1	2
90	2	2
90	3	3
90	4	2
90	5	1
90	6	4
90	7	3
90	8	2
90	9	5
90	10	4
91	1	2
91	2	3
91	3	1
91	4	3
91	5	1
91	6	2
91	7	2
91	8	4
91	9	5
91	10	3
92	1	2
92	2	4
92	3	1
92	4	3
92	5	2
92	6	1
92	7	4
92	8	5
92	9	2
92	10	3
93	1	2
93	2	1
93	3	1
93	4	3
93	5	1
93	6	1
93	7	4
93	8	5
93	9	2
93	10	3
94	1	1
94	2	3
94	3	2
94	4	3
94	5	1
94	6	2
94	7	2
94	8	5
94	9	3
94	10	4
95	1	2
95	2	1
95	3	1
95	4	3
95	5	1
95	6	2
95	7	4
95	8	3
95	9	2
95	10	5
96	1	4
96	2	2
96	3	1
96	4	2
96	5	3
96	6	2
96	7	5
96	8	4
96	9	3
96	10	2
97	1	2
97	2	1
97	3	2
97	4	3
97	5	2
97	6	2
97	7	4
97	8	5
97	9	3
97	10	2
98	1	1
98	2	2
98	3	1
98	4	2
98	5	2
98	6	1
98	7	3
98	8	4
98	9	5
98	10	2
99	1	5
99	2	1
99	3	1
99	4	2
99	5	3
99	6	2
99	7	5
99	8	4
99	9	2
99	10	3
100	1	2
100	2	2
100	3	2
100	4	2
100	5	3
100	6	3
100	7	5
100	8	2
100	9	4
100	10	3
